Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
5.05,63.88,0.55,0.528,F7V,19.076824,1
8.94,2.42,1.23,1.101,K0III,15.8590765,0
8.09,0.85,1.22,1.431,M6III,12.737095,0
9.5,15.34,1.37,0.7,G6/G8V,20.429127,1
8.52,2.19,0.85,0.975,G8/K0III/IV,15.222221,1
8.67,2.02,1.03,1.508,K3III:,15.196756,0
8.33,22.11,1.15,0.678,G5V,20.052944,1
7.2,5.28,2.17,0.42,F0IIIn,15.8131695,0
8.39,4.09,1.08,0.899,G8III,16.448616,0
7.33,44.49,2.55,0.863,K1/K2V,20.571312,1
6.32,5.27,0.81,1.195,K0III,14.929052,0
6.46,22.65,2.03,0.502,F8V,18.23534,1
9.99,3.01,1.32,0.051,B9IV/V,17.382832,1
7.01,10.47,1.17,0.273,A7IV,17.109734,1
7.27,2.72,1.11,1.671,K5III,14.442844,0
6.8,5.82,0.84,1.004,K0III,15.624615,0
8.53,1.81,1.02,1.119,K0III,14.818392,0
8.1,3.63,0.89,0.979,K0III,15.899534,0
8.34,5.05,0.93,0.091,A1V,16.856457,1
7.14,5.22,1.16,1.228,K0III,15.728352,0
6.66,14.99,1.04,0.437,F4V,17.53901,1
8.53,1.06,0.69,-0.009,B9IV/V,13.656528,1
9.12,3.3,1.35,0.943,G8IV,16.71257,1
7.58,5.31,0.82,1.037,K0III,16.205473,0
6.51,10.67,0.76,0.311,A7III,16.650822,0
7.98,19.82,1.04,0.62,G2IV,19.465519,1
8.79,3.07,0.83,1.087,K0III,16.225693,0
5.8,66.92,0.73,0.635,G5IV,19.92778,1
6.17,7.68,0.86,1.103,K0III,15.596806,0
8.87,1.36,1.52,-0.017,B1Iabn,14.537695,0
7.5,14.44,0.99,0.57,F8V,18.297836,1
8.64,0.79,1.21,0.905,G6III,13.128136,0
6.82,1.08,0.61,0.351,F0Ib-II,11.98712,0
7.86,4.12,0.61,0.137,B9V,15.934486,1
7.76,3.18,0.99,1.107,K0III,15.272136,0
9.03,3.04,1.29,0.64,G1V,16.444366,1
8.88,2.86,1.48,0.7,G8/K0IV,16.16183,1
4.35,16.84,1.28,0.01,A1Vn,15.48171,1
6.77,1.76,0.84,1.288,G5/G6Ib,12.997564,0
6.03,6.56,0.79,1.094,K0III,15.114519,0
7.78,-0.52,1.21,1.132,G8III,11.360017,0
8.21,5.11,1.59,0.232,A3V,16.752106,1
8.12,16.61,1.14,0.673,G5V,19.221848,1
8.75,1.3,0.8,-0.156,B2II,14.319716,0
8.89,6.66,0.77,0.374,F3V,18.00737,1
5.98,7.73,0.81,0.076,A2IV,15.420898,1
9.1,0.68,1.38,0.983,G9III,13.262545,0
9.36,1.33,0.87,1.416,K4/K5III:,14.979258,0
8.1,6.17,0.9,0.276,A6IV,17.051426,1
3.55,46.47,0.68,0.104,A2Vann,16.885862,1
7.53,23.54,1.29,0.597,G1V,19.389034,1
6.43,5.76,0.67,0.838,G8III...,15.232113,0
6.95,4.93,0.77,1.147,K2III,15.414234,0
6.81,3.11,1.07,0.932,G5III,14.273802,0
10.14,6.77,2.07,0.727,F8V,19.292942,1
10.07,41.97,4.53,1.28,M1V:,23.184696,1
8.54,4.48,1.32,1.256,K2/K3III,16.79639,0
6.65,5.14,1.17,1.194,K2III,15.204815,0
7.94,6.51,1.08,0.149,A0IV/V,17.007906,1
5.95,10.09,0.67,1.215,K2III,15.969456,0
7.78,4.36,0.91,1.311,K1/K2III,15.977432,0
8.33,37.5,0.79,0.913,K2V,21.200157,1
8.85,0.23,1.04,0.761,G8/K0III+..,10.65864,0
8.61,2.84,1.23,0.158,B9IV,15.876592,1
8.15,14.47,1.06,0.632,G2V,18.952343,1
6.49,12.14,0.93,0.184,A5V,16.911095,1
6.48,16.07,0.83,0.289,F0IV/V,17.510078,1
6.89,49.61,0.94,0.745,G5V,20.367846,1
6.36,1.94,0.56,1.46,K2II/III,12.799009,0
8.7,12.95,1.49,0.609,K3III:,19.261349,0
8.79,2.9,1.82,0.003,B9IV,16.10199,1
8.38,12.72,0.68,0.605,G0V,18.902435,1
6.18,14.29,0.78,0.201,A7V,16.95516,1
6.03,4.52,0.87,1.525,K5III,14.305693,0
9.12,2.46,0.84,1.682,M1III,16.074677,0
9.16,17.76,1.37,0.802,G8/K0V,20.407215,1
8.36,2.73,0.69,0.709,F7V,15.540813,1
8.3,7.5,0.63,0.418,F2V,17.675306,1
9.07,2.55,1.06,-0.065,B8V,16.1027,1
7.94,20.99,0.85,0.65,G3V,19.550062,1
7.93,16.43,0.67,0.524,F7/F8V,19.008188,1
8.61,0.85,1.28,1.606,K3III,13.257094,0
8.45,2.05,0.73,1.132,G8III,15.008769,0
6.04,4.43,0.69,0.033,B9.5IV/V,14.272019,1
5.58,2.89,0.52,-0.07,B2V,12.884489,1
9.19,1.4,1.63,0.991,G8II,14.92064,0
9.06,8.19,1.06,0.701,G5V,18.62642,1
7.94,-1.84,0.84,0.226,B1Ib,14.26409,0
2.69,10.67,0.48,-0.176,B2IV-V,12.830822,1
8.08,3.8,0.75,1.242,K3IIICN...,15.978918,0
2.89,7.1,0.84,-0.18,B1V + B2V,12.146292,1
7.71,2.3,1.31,1.436,K3III,14.518639,0
7.0,3.07,0.88,-0.093,B5V,14.435692,1
9.81,6.82,1.7,0.683,G3/G5IV/V,18.978922,1
6.77,4.36,0.49,-0.05,B9V,14.967432,1
6.94,6.42,1.08,0.181,A3III,15.9776745,0
8.63,2.51,1.11,0.161,A2V,15.628368,1
5.96,6.43,0.82,1.361,K2III,15.001055,0
8.64,1.87,1.2,1.917,M2III:,14.999208,0
8.71,3.1,1.06,0.922,G8III,16.16681,0
10.05,9.1,1.47,0.643,G3/G5V,19.845207,1
7.93,7.08,1.08,0.446,F0V,17.180166,1
7.47,1.69,0.61,1.375,K3III,13.609433,0
7.76,2.16,0.96,1.147,K0III,14.432269,0
8.11,8.64,0.99,0.569,F8/G0V,17.792568,1
8.24,9.43,1.21,0.455,F3/F5V,18.112558,1
9.28,7.91,2.05,0.577,G0/G1V,18.770882,1
8.46,1.98,1.07,1.316,K2III,14.943326,0
8.22,0.25,1.18,1.124,K1IIICN...,10.2097,0
8.3,4.16,1.01,0.248,A4III/IV,16.395466,1
4.76,8.3,0.58,0.877,G7III,14.355391,0
10.15,4.6,1.77,0.67,G3/G5V,18.463789,1
7.8,0.67,0.89,0.467,F2II,11.930374,0
8.13,12.44,0.76,0.803,G8V,18.604103,1
8.61,5.16,1.15,-0.046,B9V,17.173248,1
8.61,4.16,0.97,0.916,G8III,16.705467,0
10.88,2.12,1.94,0.916,G8III,17.51168,0
8.35,3.06,1.06,0.955,G8III,15.778607,0
6.98,2.52,1.99,-0.036,B9V,13.987003,1
9.1,-1.15,1.2,0.104,B9IV,14.403489,1
7.97,3.94,1.09,-0.033,B9V,15.947481,1
8.32,1.37,1.0,0.068,B9.5III,14.003603,0
7.83,4.22,0.91,1.299,K3III,15.956562,0
5.89,6.47,0.87,1.231,K2III,14.944521,0
9.45,12.23,1.45,0.644,G3V,19.88713,1
8.23,2.78,1.04,0.83,G8IIICN...,15.450224,0
8.27,1.86,1.69,2.523,C4II,14.617565,0
4.32,19.31,0.83,1.021,G8IIIvar,15.748911,0
8.79,1.9,1.02,1.235,K1/K2III,15.183768,0
9.47,2.99,1.41,0.277,A2IV/V,16.848356,1
7.66,8.01,0.91,1.035,K0III,17.178162,0
8.66,5.12,0.84,1.182,K1III,17.20635,0
8.72,14.32,1.18,0.6,G1V,19.499714,1
7.86,25.95,1.28,0.75,K0V,19.930687,1
6.37,2.05,0.93,0.87,F5-G1I-II,12.928769,0
6.94,5.01,0.93,1.411,K2III,15.439188,0
7.41,-25.8,18.05,1.201,K1IIIv comp,19.468098,0
7.64,1.71,1.17,1.388,K4III,13.80498,0
8.08,0.39,0.98,0.093,B9III/IV,11.035322,1
7.1,6.69,0.68,0.103,A3V,16.22713,1
7.99,10.03,1.0,0.607,G0V,17.996504,1
8.53,5.03,1.13,0.261,A9V,17.03784,1
7.29,4.98,1.35,1.44,K4III,15.776147,0
6.61,1.53,0.64,-0.076,B7V,12.533457,1
8.37,8.89,0.92,0.424,F2V,18.11451,1
9.08,15.38,0.92,0.751,G8IV/V,20.014782,1
6.75,13.13,0.73,0.371,F2IV,17.341324,1
5.27,9.85,0.56,-0.078,B8/B9V,15.237183,1
8.24,3.5,0.76,1.062,K1III,15.9603405,0
7.54,7.63,1.05,0.316,A8IIIm...,16.952621,0
5.73,24.42,0.73,0.44,F4V,17.668728,1
8.94,31.29,1.5,1.098,K2V,21.417027,1
6.91,23.2,0.53,0.49,F6IV-V,18.73744,1
6.0,2.64,0.7,1.138,G5Ib,13.10802,0
8.86,9.46,1.18,0.66,G3V,18.739456,1
5.25,15.02,0.72,1.044,K1II/III,16.13335,0
7.6,3.96,1.13,-0.078,B7III,15.588476,0
5.96,9.25,0.8,1.019,K0III,15.790709,0
8.94,2.77,0.96,1.195,K2III,16.152397,0
5.36,65.79,0.56,0.589,G0V,19.4508,1
8.63,0.31,0.72,1.535,K2/K3III,11.086808,0
7.5,2.5,0.69,1.703,M1III,14.4897,0
5.97,20.0,0.51,0.943,K1III,17.475151,0
6.79,5.97,0.8,0.922,G8II,15.669871,0
6.18,4.55,0.58,-0.1,B6V,14.470057,1
6.3,3.92,0.59,-0.031,A0III,14.26643,0
9.14,2.4,1.89,0.2,A0V,16.041058,1
9.51,2.98,1.61,0.614,F2V,16.88108,1
8.04,4.72,0.73,1.083,K0III,16.40971,0
7.01,5.94,0.57,0.002,A0/A1V,15.878932,1
8.89,1.25,0.77,-0.02,B9IV,14.37455,1
9.21,0.94,1.02,1.026,G8III,14.07564,0
8.81,6.26,1.26,0.946,G8/K0IV,17.792873,1
6.75,12.45,2.52,0.448,F5IV/V,17.225845,1
9.53,3.02,1.42,0.47,F2V,16.930035,1
8.67,4.28,1.1,0.214,A3III,16.827219,0
7.74,1.87,1.11,1.364,K2III,14.099208,0
8.47,20.39,1.35,0.67,G3/G5V,20.017086,1
8.97,20.86,2.16,0.807,G6/G8V,20.566574,1
5.39,16.72,0.93,0.352,F2IV-V,16.50618,1
9.08,3.25,1.57,1.254,G8III,16.639416,0
7.6,5.68,0.58,-0.066,B9V,16.371742,1
8.84,1.67,0.86,0.948,G8III,14.953583,0
9.32,6.74,1.48,0.62,G0V,18.463299,1
7.76,0.35,0.7,-0.092,B0III,10.480341,0
7.92,2.89,0.99,1.496,K3/K4III+..,15.224489,0
7.87,1.24,1.02,0.123,B9II,13.337109,0
7.18,5.28,0.79,1.201,K2III,15.793169,0
11.33,30.02,2.58,1.474,M3V,23.717054,1
7.63,-0.41,0.82,1.439,K2/K3III,10.693919,0
7.34,21.94,0.59,0.546,F8V,19.046183,1
7.99,2.95,0.89,0.18,A5/A6IV,15.339109,1
8.69,2.49,1.49,0.998,G8/K0IV,15.670996,1
7.48,-1.3,1.02,0.306,B2Ib,13.049717,0
5.95,14.43,0.96,0.279,A9IV,16.746332,1
6.61,4.16,0.85,1.18,K0III,14.705467,0
8.05,5.74,1.06,0.934,K0III,16.844559,0
7.77,2.04,0.55,-0.094,B6III,14.318151,0
8.54,3.81,1.29,1.616,M3III,16.444626,0
8.77,3.7,1.24,0.982,K0III,16.61101,0
6.91,4.39,0.63,1.13,K1III,15.122322,0
8.11,12.32,1.16,0.528,F6V,18.563053,1
8.5,20.32,1.04,0.648,G5V,20.03962,1
9.35,-0.6,1.67,1.458,K3V:,13.240757,1
7.71,0.24,1.23,0.799,G8III:+...,9.611056,0
9.06,2.84,1.44,0.587,B0II-III,16.326591,0
6.51,4.4,0.73,1.259,K0III,14.727263,0
8.18,7.79,0.79,0.293,F0V,17.637688,1
9.07,4.99,1.63,0.622,G1:V+...,17.560503,1
8.53,2.63,0.94,0.99,G6III,15.629778,0
8.03,3.51,1.05,1.219,K0III,15.756536,0
6.25,4.04,0.57,-0.052,B9V,14.281907,1
7.66,4.27,0.74,1.046,K0III,15.8121395,0
7.83,9.21,0.69,0.471,F5V,17.651299,1
8.76,2.37,1.15,0.057,A0V,15.633741,1
11.21,-2.0,3.74,1.18,K1/K2III/IV,17.71515,1
7.65,1.75,1.18,-0.134,B3IV,13.8651905,1
9.44,2.9,1.44,0.563,F6V,16.75199,1
8.59,3.96,0.88,0.416,F2II,16.578476,0
9.23,-0.02,0.98,0.25,B0/B2Ie...,5.73515,0
8.98,7.22,1.19,0.33,F0Vn,18.272686,1
8.33,3.65,0.97,0.06,B9V,16.141464,1
5.9,19.38,0.8,0.358,F3V,17.33677,1
8.12,3.78,1.05,1.182,K2III,16.007458,0
10.06,6.96,1.93,0.602,F5V,19.273046,1
8.83,1.35,0.78,1.019,K0/K1III,14.481668,0
9.11,0.14,1.25,1.118,K1IIIp,9.84064,0
6.57,15.52,0.67,0.506,F7V,17.524458,1
6.88,22.14,0.95,0.463,F5V,18.605888,1
8.93,2.23,1.09,0.364,F0V,15.671524,1
8.08,4.28,0.92,0.025,B9V,16.237219,1
8.4,3.24,0.74,1.04,K0III,15.952724,0
7.17,0.87,0.91,1.028,G8II,11.867597,0
8.73,2.69,0.74,1.139,K1/K2III,15.878761,0
9.81,6.11,1.02,0.716,G6IV/V,18.740208,1
9.2,1.97,1.19,1.107,G9III,15.672331,0
5.22,4.86,0.75,-0.08,B2.5Ve,13.653181,1
9.17,1.63,1.51,1.086,K0III,15.230938,0
6.95,3.03,0.87,1.39,K3III,14.357213,0
8.59,0.63,1.14,0.894,G5IIIwe,12.586702,0
8.28,7.97,0.94,0.358,A9V,17.787292,1
9.97,3.04,1.42,-0.032,A0V,17.384369,1
8.77,0.95,1.17,1.071,K0III/IV,13.658619,1
9.7,1.66,0.94,0.479,F6/F7IV,15.80054,1
8.08,3.25,1.45,0.965,G8III,15.639417,0
6.9,2.8,0.53,1.073,G8III,14.13579,0
8.96,0.58,0.84,0.034,B9IIIp...,12.77714,0
8.58,3.17,0.99,1.058,K1III,16.085297,0
8.8,2.48,0.81,0.04,B8V,15.772259,1
8.4,6.61,0.93,0.372,F0V,17.501007,1
7.44,5.18,1.1,1.568,K5III,16.011648,0
7.32,11.74,0.97,0.461,F5III,17.66834,0
8.5,6.1,0.9,0.46,F3V,17.42665,1
8.77,2.91,0.81,0.028,A0V,16.089466,1
6.79,5.24,0.78,0.141,A7V,15.386657,1
8.08,2.3,0.75,1.483,K3III,14.888639,0
5.69,1.99,0.64,-0.147,B2IV,12.184265,1
7.3,21.26,0.67,0.548,F8V,18.937817,1
4.02,67.71,0.75,0.334,F0IV/V,18.173264,1
8.53,3.15,1.29,1.209,M7/M8III,16.021553,0
8.13,4.23,1.47,1.074,G8III/IV,16.261703,1
8.53,7.36,1.84,0.5,F6IV,17.864388,1
3.57,7.71,0.83,0.007,A1Vn,13.005272,1
7.67,3.37,1.15,1.686,M1III,15.308149,0
9.37,0.43,1.49,0.4,B0IIInn,12.537342,0
8.77,2.12,0.83,1.117,K0IV,15.40168,1
9.4,2.45,0.97,0.9,G5/G6V,16.345829,1
5.86,5.96,0.74,1.207,K2/K3III,14.736231,0
8.27,2.86,0.69,0.02,B9.5V,15.55183,1
9.57,9.59,1.08,0.544,G0V,19.479094,1
8.8,1.7,1.2,-0.103,B3V,14.952245,1
8.8,3.32,1.12,0.111,A0V,16.405691,1
6.72,5.32,0.94,0.927,G8III,15.349558,0
8.12,2.72,1.1,1.276,K2III,15.292845,0
6.91,7.46,1.1,1.277,K3III,16.273693,0
6.14,3.82,0.87,0.019,B8IV/V,14.050318,1
9.74,-0.05,3.01,0.215,B8/B9IV,8.23485,1
8.65,4.85,0.84,1.03,G8/K0III,17.078709,0
7.04,2.16,1.0,-0.004,B9V,13.712269,1
8.2,-0.02,1.11,1.67,M0III,4.70515,0
7.84,11.08,1.07,0.358,F0V,18.0627,1
7.5,5.94,1.63,1.032,K0:III,16.36893,0
7.72,6.46,1.1,1.167,K1III,16.771162,0
11.01,-3.35,2.55,0.509,F5V,18.635223,1
5.38,41.34,0.54,0.85,K0IV,18.461853,1
7.97,7.17,0.7,0.163,A3/A4V,17.247595,1
7.83,1.79,1.0,-0.036,B7/B8II,14.094265,0
8.45,1.8,1.39,1.9,K3III,14.726362,0
7.28,4.62,1.01,1.449,K3III,15.60321,0
6.29,35.63,0.84,0.572,G0III-IV,19.04908,1
6.36,42.43,0.59,0.702,G5V,19.498365,1
8.81,3.22,0.79,1.136,K2III,16.34928,0
9.38,-2.1,1.5,0.102,B2II,15.9910965,0
7.38,1.23,0.69,1.524,K5III,12.829526,0
7.79,2.98,0.73,0.03,B9V,15.161081,1
5.64,10.21,0.82,1.087,K3III,15.685127,0
7.36,3.64,0.62,1.517,K5/M0III,15.165507,0
6.64,3.16,0.61,1.576,K5III,14.138435,0
6.88,7.21,0.89,1.183,K2IIICN...,16.169676,0
7.75,3.18,0.68,1.289,K1III,15.2621355,0
6.73,18.25,0.85,0.519,F6V,18.036314,1
3.93,0.55,0.54,1.225,G0Ia0,7.6318135,0
10.03,0.13,1.51,0.118,B5III,10.599716,0
9.35,5.59,1.25,0.508,F5V,18.087059,1
9.09,4.95,1.36,0.659,F5IV,17.563026,1
9.29,2.23,0.85,0.025,B9V,16.031525,1
9.33,7.05,1.15,0.503,F6V,18.570946,1
9.26,5.74,1.37,0.534,F8/G0V,18.05456,1
9.91,10.18,1.54,0.633,G5IV/V,19.948738,1
9.67,0.86,0.95,1.001,K1III:,14.342492,0
7.55,5.6,0.97,1.132,K2IIICN+...,16.29094,0
9.07,2.48,1.06,0.825,F5II,16.042257,0
8.45,7.37,1.14,0.391,F2V,17.787338,1
5.7,22.79,0.8,0.428,F5V,17.48872,1
9.13,1.6,1.29,1.3,K1III,15.1506,0
7.04,5.52,0.75,1.017,G8II-III,15.749696,0
8.61,2.18,1.27,0.271,F0V,15.302282,1
9.43,6.0,1.33,0.445,F2/F3V,18.320757,1
7.51,10.18,1.09,0.479,F5V,17.548738,1
9.62,1.75,1.26,1.116,K2/K3III,15.83519,0
7.22,2.7,0.81,1.38,K2III,14.37682,0
6.14,8.79,0.5,1.094,K1/K2III,15.859943,0
8.85,2.31,0.93,-0.024,B9V,15.66806,1
6.68,3.03,0.68,0.948,K0/K1III+..,14.0872135,0
9.24,14.28,1.15,0.683,G3/G5V,20.013641,1
8.98,6.49,1.43,0.586,F7V,18.041222,1
8.85,4.34,0.91,1.095,K1III,17.037449,0
7.14,5.9,0.76,1.177,K1/K2III,15.994261,0
6.81,3.3,0.88,1.324,K2III,14.402569,0
7.5,1.47,1.05,0.112,B8II/III,13.336587,0
8.63,-0.29,1.29,1.302,K1III,10.94199,0
8.59,4.38,1.16,1.315,K3III,16.79737,0
8.1,2.55,1.11,0.1,B9IV/V,15.132701,1
8.78,7.32,1.52,0.517,G0V,18.102554,1
7.3,1.0,0.9,-0.054,B3Ve,12.3,1
8.11,3.76,1.05,0.382,A9V,15.985939,1
8.08,16.94,1.91,0.714,G3V,19.224567,1
7.4,3.38,0.85,0.337,A8V,15.044584,1
6.1,8.51,0.49,0.978,K0III,15.749647,0
7.41,5.28,0.68,1.064,K0III,16.02317,0
10.03,4.47,1.1,0.461,F5V,18.281536,1
8.19,2.94,1.02,1.208,K1III,15.531736,0
5.72,9.84,0.58,1.072,K1III,15.684975,0
8.28,1.74,1.12,1.705,K3III,14.482746,0
6.17,2.44,0.53,1.564,M0III,13.10695,0
7.61,5.19,0.97,0.1,A0V,16.185837,1
7.52,23.87,0.85,0.636,G5V,19.409262,1
8.7,7.95,1.23,0.412,F2V,18.201836,1
3.87,53.54,0.95,0.385,F2III,17.51339,0
8.91,12.39,1.2,0.615,G3V,19.375357,1
8.91,0.6,1.12,-0.13,B2IV/V,12.800756,1
6.69,7.47,0.81,0.999,K0III,16.056602,0
7.91,2.84,1.02,0.98,G8III,15.176592,0
9.59,13.7,1.59,0.689,G2V,20.273603,1
7.64,5.62,0.53,0.058,A1V,16.388681,1
5.89,0.6,1.09,1.066,G5III,9.780756,0
5.06,2.71,0.75,-0.201,B2V,12.224846,1
8.11,2.54,0.69,0.95,K0III,15.134169,0
8.3,3.04,1.41,1.244,K2III,15.714368,0
8.32,12.13,1.1,0.993,K1III,18.739304,0
6.54,5.01,0.56,-0.087,B8V,15.039188,1
9.2,3.95,1.3,1.279,K2V,17.182985,1
7.82,4.63,0.96,1.111,K1III-IV,16.147905,1
8.7,0.86,1.15,1.004,K0III,13.372492,0
5.97,3.86,0.98,1.584,M2III,13.902937,0
7.55,4.67,0.87,1.1,K1III,15.8965845,0
8.02,2.33,1.33,0.997,G5II,14.85678,0
7.07,21.13,0.91,0.531,F8V,18.694498,1
8.53,3.95,1.54,1.11,K0III,16.512985,0
7.92,4.57,1.23,1.025,K0III,16.219582,0
7.28,4.78,0.8,0.05,A1V,15.677139,1
8.53,7.4,0.82,0.428,F3V,17.87616,1
7.01,1.09,0.93,1.235,K1IIICN...,12.197132,0
8.47,3.7,0.88,1.122,K1III,16.311008,0
9.4,6.0,1.26,0.478,F3/F5V,18.290756,1
9.51,10.32,2.2,0.81,G8IV/V,19.5784,1
8.81,2.53,0.76,1.494,K3III,15.8256035,0
7.77,2.74,1.01,0.917,G8III,14.958754,0
8.58,1.09,1.25,1.16,K1III,13.767132,0
8.38,2.95,0.73,1.104,K0III,15.729111,0
7.95,10.97,0.87,0.285,F0V,18.151033,1
7.69,2.53,0.97,1.65,M1III,14.705603,0
9.64,1.36,1.29,0.008,B9V,15.307695,1
8.38,2.33,0.74,-0.029,B9V,15.21678,1
8.74,1.98,1.09,1.13,K0III,15.223326,0
7.59,-1.31,0.89,0.309,B5Ib,13.176357,0
7.76,2.71,0.7,-0.107,B5III,14.924847,0
7.07,2.18,1.04,1.588,M6III,13.762283,0
7.79,5.91,0.91,0.133,A1V,16.647938,1
8.38,6.42,0.68,0.478,F5IV,17.417675,1
8.98,2.34,1.2,1.026,K0IIICN...,15.826078,0
6.4,11.82,0.95,0.387,F3IV,16.763088,1
8.82,2.68,1.36,0.041,B9III,15.960674,0
9.6,8.22,1.14,0.614,G1V,19.174358,1
7.32,0.63,0.91,1.641,M2III:,11.316703,0
8.37,12.34,1.07,0.709,G6V,18.826576,1
9.44,7.3,1.64,0.484,F2/F3V,18.756615,1
8.52,25.89,1.04,0.84,K0V,20.58566,1
7.68,4.5,0.91,1.38,K4III,15.946062,0
8.03,1.48,1.53,0.16,B3IV,13.881309,1
8.13,4.36,0.75,1.003,G8III,16.327433,0
8.77,4.45,1.55,0.294,A2III,17.0118,0
7.63,3.57,0.91,0.952,G8/K0IV,15.393341,1
8.37,2.64,1.12,0.947,G8III,15.47802,0
9.14,8.98,1.67,0.496,F2V,18.906384,1
9.12,0.16,0.89,0.113,B0Iab/Ibn,10.1406,0
8.89,4.55,1.25,0.291,B5II/III,17.180058,0
5.45,18.92,0.52,1.224,K2/K3III,16.834606,0
6.9,3.55,0.9,0.959,K0III,14.651142,0
6.33,3.15,0.87,1.018,G9III,13.821552,0
6.94,5.77,0.62,0.97,G8/K0III,15.74588,0
9.39,1.02,0.96,-0.01,B9V,14.433001,1
8.59,1.28,1.2,1.45,K1/K2III,14.12605,0
7.86,1.58,0.98,1.341,K2III,13.853285,0
8.9,5.97,1.42,1.291,K0III,17.779871,0
5.34,3.07,0.65,1.037,G8II,12.775692,0
6.37,23.79,0.79,0.414,F6IV,18.251972,1
7.75,15.06,0.83,0.501,F6V,18.639126,1
8.76,23.8,1.21,0.746,G8III,20.642885,0
8.22,0.34,1.36,0.333,B1Ib/II,10.877395,0
7.84,9.79,0.97,0.356,F3V,17.793915,1
6.81,1.87,0.6,-0.036,B9II/III,13.169209,0
7.7,4.18,1.0,0.971,G8III,15.805881,0
5.99,4.2,0.66,-0.02,B6V,14.106246,1
7.7,12.6,0.56,0.551,F7V,18.20185,1
6.85,19.37,0.86,0.397,F3/F5V,18.285648,1
6.99,4.22,0.85,-0.001,B9.5V,15.116562,1
9.79,3.2,1.23,0.09,B9V,17.31575,1
9.36,6.88,1.23,0.422,F3V,18.547943,1
7.07,1.88,1.17,0.033,B0III,13.44079,0
7.89,5.13,0.66,0.813,G8V,16.440586,1
7.58,2.37,1.01,1.491,K4III,14.453741,0
9.35,8.96,1.28,0.475,F5V,19.11154,1
9.39,5.18,1.22,0.24,A5III/IV,17.961649,1
7.48,4.91,0.96,0.958,G8III,15.935408,0
8.22,10.18,1.01,0.385,F3V,18.25874,1
8.16,2.02,0.66,-0.127,B3V,14.686756,1
9.28,0.86,1.41,1.593,M4IIIvar,13.952492,0
8.23,8.06,0.67,0.385,F2IV,17.761675,1
8.19,6.19,0.97,0.08,A0V,17.148453,1
8.77,1.39,1.44,1.534,M1III,14.485075,0
8.02,8.14,2.08,0.436,F3V,17.573124,1
7.89,3.09,0.71,1.087,K0/K1III,15.339792,0
6.98,3.88,0.61,1.515,K3III,14.924158,0
6.68,0.7,0.59,0.042,B0.5Ib,10.90549,0
9.15,3.36,1.05,0.448,F3IV/V,16.781696,1
9.02,11.1,0.75,0.585,G0V,19.246614,1
6.31,8.6,0.56,0.912,G5III...,15.982492,0
8.59,1.51,0.89,1.67,M0/M1III:,14.484884,0
8.22,10.41,1.22,0.436,F5V,18.307255,1
9.19,3.04,1.92,0.8,G0V,16.604366,1
7.77,1.31,1.08,1.151,G8/K0III,13.356357,0
8.7,1.16,0.79,1.036,G8III,14.022289,0
4.24,12.05,0.51,-0.123,B5Vn,14.644935,1
6.7,6.95,0.8,0.944,G8III,15.909924,0
7.76,4.74,0.96,1.165,K0III,16.138893,0
8.67,6.31,0.78,0.525,F7V,17.670147,1
8.54,3.95,1.09,0.246,A5V,16.522985,1
6.88,9.23,0.72,0.271,F0III,16.706009,0
7.51,1.46,0.78,-0.01,B9II/III,13.331764,0
7.23,13.28,0.77,0.448,F3V,17.84599,1
8.86,4.75,1.25,1.138,K0III,17.24347,0
8.36,8.32,1.0,0.6,G0V,17.960617,1
8.54,1.26,0.99,-0.17,B3IV,14.041853,1
8.91,1.04,1.18,1.097,K0III,13.995167,0
3.86,20.44,0.53,0.923,K0IV SB,15.412405,1
6.91,1.68,0.88,1.585,M4II-III,13.036547,0
8.18,3.19,0.89,-0.01,B9V,15.698954,1
9.38,4.02,1.12,0.574,F7IV/V,17.40113,1
9.67,1.9,1.74,0.028,B9III/IV,16.063768,1
5.59,37.78,0.69,0.445,F4V,18.47631,1
9.05,1.65,0.96,1.515,M5III,15.137421,0
6.39,8.28,0.79,0.196,A7III,15.98015,0
8.65,3.72,1.25,1.204,G8III/IV,16.502714,1
7.26,4.45,0.69,1.668,K3III,15.501801,0
8.0,11.48,1.21,0.407,F3V,18.29971,1
6.97,3.53,0.66,1.628,M1/M2III,14.708874,0
8.43,3.72,0.81,0.997,G8III,16.282715,0
8.1,8.98,0.9,1.198,K2III,17.866383,0
7.32,1.38,0.71,-0.031,B9IV,13.019396,1
7.0,2.62,0.79,0.004,B9IV,14.091507,1
10.85,1.22,2.28,0.076,A4V,16.2818,1
7.11,2.46,0.63,-0.1,B5Vn,14.064676,1
6.12,1.7,0.75,-0.076,B4V,12.272244,1
8.99,2.68,1.18,0.23,A3V,16.130674,1
7.44,7.85,0.93,1.052,K1/K2IVp,16.914349,1
8.9,13.82,1.01,0.509,F6V,19.602541,1
7.52,5.62,0.64,0.842,G5IIIp,16.268682,0
7.85,21.34,0.95,0.614,G2V,19.495974,1
7.64,2.57,1.02,1.507,K3III,14.689665,0
7.02,2.52,0.84,1.705,M2III,14.027002,0
6.2,7.77,0.82,1.237,K1III:,15.652105,0
8.43,2.37,0.8,1.091,G8III,15.303741,0
8.2,4.31,1.18,0.382,A5IV,16.372387,1
9.27,3.98,1.04,0.73,G3V,17.269417,1
9.36,1.02,1.39,0.124,B0Ib:n,14.403,0
